"","ID_Environmental","ID_sequencing","longitude","latitude","continent","OTU_371","OTU_727","OTU_75","OTU_2106","OTU_132","OTU_496","OTU_249","OTU_6462","OTU_701","OTU_7081","OTU_254","OTU_93","OTU_11827","OTU_323","OTU_338","OTU_397","OTU_349","OTU_71","OTU_5357","OTU_5482","OTU_70","OTU_21850","OTU_640","OTU_42608","OTU_14779","OTU_531","OTU_217","OTU_391","OTU_56","OTU_255","OTU_2065","OTU_198","OTU_5921","OTU_74","OTU_340","OTU_682","OTU_810","OTU_243","OTU_7213","OTU_2592","OTU_5857","OTU_22324","OTU_119","OTU_10","OTU_36249","OTU_4829","OTU_45","OTU_111","OTU_11839","OTU_5704","OTU_9832","OTU_971","OTU_6625","OTU_3109","OTU_12506","OTU_454","OTU_50","OTU_19226","OTU_1614","OTU_1574","OTU_18635","OTU_196","OTU_19940","OTU_783","OTU_3504","OTU_439","OTU_700","OTU_158","OTU_354","OTU_21325","OTU_33","OTU_173","OTU_98","OTU_7783","OTU_39105","OTU_41","OTU_41662","OTU_62","OTU_203","OTU_210","OTU_17316","OTU_10813","OTU_123","OTU_450","OTU_25205","OTU_21010","OTU_503","OTU_19665","OTU_2372","OTU_76","OTU_298","OTU_18652","OTU_26","OTU_2920","OTU_383","OTU_605","OTU_337","OTU_165","OTU_225","OTU_2630","OTU_8182","OTU_35535","OTU_3018","OTU_316","OTU_22664","OTU_1156","OTU_695","OTU_68","OTU_138","OTU_1087","OTU_310","OTU_40882","OTU_300","OTU_28942","OTU_385","OTU_24244","OTU_458","OTU_30","OTU_10913","OTU_86","OTU_272","OTU_36092","OTU_347","OTU_4842","OTU_23","OTU_147","OTU_3293","OTU_633","OTU_16","OTU_5987","OTU_35","OTU_307","OTU_117","OTU_800","OTU_352","OTU_1770","OTU_41795","OTU_1282","OTU_2206","OTU_1517","OTU_2859","OTU_639","OTU_6567","OTU_135","OTU_30959","OTU_11937","OTU_348","OTU_1758","OTU_214","OTU_107","OTU_477","OTU_9846","OTU_4995","OTU_69","OTU_202","OTU_137","OTU_854","OTU_519","OTU_1273","OTU_1748","OTU_120","OTU_1817","OTU_4343","OTU_512","OTU_206","OTU_613","OTU_28747","OTU_28492","OTU_3279","OTU_1534","OTU_24690","OTU_12102","OTU_731","OTU_1589","OTU_564","OTU_899","OTU_156","OTU_59","OTU_209","OTU_22401","OTU_4034","OTU_24","OTU_2097","OTU_9452","OTU_157","OTU_2128","OTU_3213","OTU_443","OTU_1019","OTU_208","OTU_4226","OTU_912","OTU_369","OTU_17160","OTU_654","OTU_24926","OTU_43364","OTU_253","OTU_3542","OTU_655"
"174",177,215,-2.901,40.068,"Europe",6e-04,2e-04,0.0074,3e-04,5e-04,0,0,3e-04,1e-04,3e-04,0.0043,1e-04,0.0013,0.0019,0.0017,0.001,0.0056,0.0033,2e-04,0,3e-04,1e-04,0.002,1e-04,1e-04,0.0018,0.0023,1e-04,0.0019,0.0055,2e-04,0.0035,3e-04,0.0059,0,0.001,0,0.0079,0,2e-04,6e-04,0.0074,0.009,0.0038,2e-04,9e-04,0.0049,6e-04,0.0014,0,0,1e-04,0.0012,0.0031,3e-04,0,0.0076,0.001,0,0.0019,0,0.0015,0,3e-04,0.0015,0.0024,0.001,0.0083,0.0024,2e-04,6e-04,3e-04,0.0044,4e-04,1e-04,0.0088,0,0.0027,2e-04,0,0.0018,0,3e-04,5e-04,3e-04,1e-04,1e-04,1e-04,0.0031,0.0013,0.0015,0,3e-04,6e-04,3e-04,0.0065,0.005,1e-04,0.001,3e-04,0.0014,0.0053,0.0016,0.0019,6e-04,2e-04,3e-04,0.0012,0.0027,0.0018,0.0016,0,3e-04,0.0024,4e-04,9e-04,0.0018,0.002,3e-04,0.0068,0.0013,4e-04,0.0037,5e-04,0.0041,1e-04,6e-04,0.0022,0.0186,3e-04,0.0054,4e-04,0.0014,0,0.0011,8e-04,9e-04,0.0016,8e-04,4e-04,2e-04,3e-04,7e-04,0.0028,1e-04,0.0017,0,0.0042,4e-04,0.0021,0.0048,3e-04,9e-04,2e-04,2e-04,0,1e-04,0.0013,0.0016,0.0013,0.0027,0.001,3e-04,1e-04,5e-04,0.0021,6e-04,0,1e-04,1e-04,2e-04,0,7e-04,7e-04,0,3e-04,0.0055,0.0014,0.0014,4e-04,0,0.004,0.0038,3e-04,1e-04,3e-04,0.0045,7e-04,1e-04,0.0029,0,1e-04,0,0,4e-04,0,0.001,6e-04,3e-04,4e-04
"175",180,218,-1.674,37.821,"Europe",1e-04,0,0.0107,4e-04,1e-04,0,0,5e-04,0,0,0.0024,0,0.0018,0.0015,0.0032,0.002,0.004,0.0016,4e-04,0,1e-04,8e-04,0.0025,0,0,0.0013,0.0011,2e-04,0.0011,0.0058,3e-04,0.002,1e-04,0.0052,3e-04,0.0015,0,0.0047,0,2e-04,3e-04,0.0077,0.0249,0.0024,1e-04,6e-04,0.0051,1e-04,9e-04,1e-04,0,2e-04,0.0023,0.0054,0,6e-04,0.0067,4e-04,0,0.0029,2e-04,0.0011,0,6e-04,0.0016,0.0011,6e-04,0.0188,0.0014,4e-04,0,1e-04,0.0069,0.001,1e-04,0.008,2e-04,0.002,1e-04,0,0.0025,0,9e-04,0,2e-04,0,3e-04,2e-04,0.0024,7e-04,0.001,6e-04,0,0.0023,6e-04,0.0104,0.0017,2e-04,9e-04,0,0.0021,0.0057,5e-04,0.0038,3e-04,1e-04,0,0.0016,0.0041,6e-04,0.0025,1e-04,2e-04,0.001,2e-04,6e-04,0.0022,0.0013,3e-04,0.0042,0.0016,9e-04,0.002,5e-04,0.0044,0,3e-04,0.0011,0.0093,1e-04,0.0057,9e-04,8e-04,2e-04,9e-04,0.001,7e-04,0.0015,9e-04,4e-04,1e-04,0,0.0015,0.0049,0,0.0015,0,0.0022,0,0.0012,0.0033,0,3e-04,3e-04,1e-04,1e-04,6e-04,0.0015,9e-04,6e-04,0.0031,0.0036,0,5e-04,2e-04,8e-04,0,0,2e-04,3e-04,3e-04,4e-04,6e-04,1e-04,0,2e-04,0.0059,6e-04,9e-04,2e-04,0,0.0026,0.001,2e-04,4e-04,1e-04,0.0057,0.0021,2e-04,0.0017,0,5e-04,0,0,0,2e-04,8e-04,0.0017,3e-04,3e-04
"176",181,219,-2.515,39.208,"Europe",7e-04,0,0.0087,6e-04,5e-04,0,0.0014,5e-04,7e-04,6e-04,0.005,3e-04,5e-04,0.0014,0.0028,0.0019,0.0041,0.0069,3e-04,1e-04,1e-04,2e-04,0.0014,1e-04,4e-04,4e-04,0.002,0,0.0027,0.0044,2e-04,0.0034,4e-04,0.0076,1e-04,7e-04,0,0.006,0,1e-04,6e-04,0.0025,0.0063,0.003,3e-04,7e-04,0.0042,7e-04,0.0034,0,1e-04,0,0.0018,0.0026,0,2e-04,0.0078,5e-04,4e-04,0.0019,0,0.0015,0,4e-04,9e-04,0.002,0.002,0.0068,9e-04,4e-04,2e-04,1e-04,0.005,3e-04,4e-04,0.0042,2e-04,0.0044,1e-04,0,0.003,2e-04,8e-04,0.0014,4e-04,0,6e-04,2e-04,0.0045,7e-04,0.0024,0,0.002,8e-04,1e-04,0.0113,0.0045,3e-04,0.0012,2e-04,7e-04,0.0032,0.0011,6e-04,6e-04,2e-04,0,0.0015,0.0032,0.0016,0.0014,0,7e-04,0.0026,2e-04,8e-04,0.0028,0.001,0.0011,0.0042,6e-04,0.0012,0.002,8e-04,0.0036,2e-04,6e-04,0.0033,0.014,1e-04,0.0038,1e-04,7e-04,0.001,0.0013,3e-04,0.0013,0.001,0.001,0.0013,0,0,9e-04,0.0012,1e-04,0.0018,0,0.0021,0.0018,0.0046,0.0052,5e-04,0.0014,3e-04,2e-04,0,5e-04,6e-04,0.0026,8e-04,5e-04,0.0012,2e-04,5e-04,0.0016,0.0034,5e-04,0,1e-04,0.0016,1e-04,4e-04,0.0012,3e-04,0,9e-04,0.0063,0.0023,0.0025,2e-04,0,0.0037,0.003,6e-04,4e-04,1e-04,0.0045,8e-04,2e-04,0.0024,0,0.0017,0,2e-04,3e-04,0,2e-04,8e-04,0.001,5e-04
"177",189,227,-1.232,37.593,"Europe",6e-04,0,0.0146,5e-04,8e-04,0,6e-04,3e-04,2e-04,5e-04,6e-04,2e-04,1e-04,0.0013,9e-04,0.0027,0.0055,0.003,2e-04,7e-04,0,0,0.0047,1e-04,0,0.0022,0.0038,1e-04,0.0012,0.0049,3e-04,4e-04,3e-04,0.0069,2e-04,7e-04,0,0.009,2e-04,1e-04,8e-04,6e-04,0.0062,0.0017,3e-04,5e-04,0.0094,3e-04,0.0026,0,0,0,8e-04,0.0045,0,5e-04,0.0106,7e-04,1e-04,5e-04,1e-04,0.0012,0,2e-04,5e-04,0.0013,0.0016,0.0012,0.0029,1e-04,1e-04,2e-04,0.0079,3e-04,2e-04,9e-04,3e-04,0.0045,2e-04,0,0.0023,0,5e-04,0,2e-04,2e-04,5e-04,4e-04,0.0028,2e-04,3e-04,0.001,0.0021,0.0013,0.0018,0.0051,0.001,0,8e-04,1e-04,2e-04,0.004,0.0011,0.0015,7e-04,2e-04,0,0.0012,0.0017,0.0015,0.0028,0,0.0018,0.0017,0.0022,0.0011,0.0023,0.0019,0.0011,4e-04,4e-04,4e-04,0.0011,0,0.0039,0,0,0.0041,0.0116,2e-04,0.0063,0,0.002,4e-04,0.0026,0.0014,5e-04,5e-04,7e-04,0.0033,1e-04,0,0.0017,0.005,0,0.0013,0,0.0013,0.0018,0.0056,0.0016,1e-04,5e-04,8e-04,1e-04,0,5e-04,0.0028,9e-04,0.0014,3e-04,2e-04,0.0012,3e-04,0.0011,0.0028,8e-04,1e-04,2e-04,3e-04,2e-04,0,4e-04,0,0,0.0016,0.0039,0.0016,2e-04,3e-04,1e-04,9e-04,0.0011,1e-04,3e-04,3e-04,0.0063,8e-04,4e-04,0.0067,0,4e-04,0,1e-04,0,0,4e-04,5e-04,3e-04,0.001
"178",197,235,9.974,33.522,"Africa",0,7e-04,0.009,8e-04,3e-04,0,4e-04,2e-04,2e-04,3e-04,0.0013,0,5e-04,0.008,5e-04,0.0033,0.0084,0.0069,3e-04,2e-04,1e-04,0,0.0017,1e-04,0,0.0021,3e-04,0,2e-04,0.0063,0,2e-04,0,0.0063,4e-04,2e-04,1e-04,0.0016,0,3e-04,0.0022,3e-04,5e-04,6e-04,0,1e-04,0.0042,9e-04,0.0047,0,0,0,2e-04,0.0039,2e-04,0.0023,0.0066,0,0,0.0035,0,2e-04,0,1e-04,3e-04,8e-04,0.0035,9e-04,0.0011,0,0,3e-04,0.0036,0.0011,1e-04,0.0024,1e-04,0.0026,9e-04,0,7e-04,0,3e-04,1e-04,3e-04,4e-04,0.001,5e-04,0.0026,2e-04,6e-04,4e-04,0,8e-04,0.0015,0.0059,0.0017,1e-04,0.0017,0,0,0.0229,5e-04,0.0017,9e-04,0,0,7e-04,4e-04,0.003,0.0011,0,9e-04,0.0061,1e-04,0.0012,0.0077,6e-04,3e-04,0.0036,1e-04,0.0021,0.0062,1e-04,0.0152,0,1e-04,0.002,0.024,2e-04,0.0106,0,0.0043,5e-04,0.0025,5e-04,2e-04,5e-04,1e-04,0.0025,0,0,0.0013,0.001,1e-04,7e-04,0,0.0011,1e-04,0.0052,0.0028,1e-04,0.001,0.005,2e-04,1e-04,3e-04,4e-04,8e-04,2e-04,0,4e-04,2e-04,0,0.0069,0.0021,6e-04,1e-04,8e-04,1e-04,9e-04,0,5e-04,0,1e-04,7e-04,0.0025,0.0032,0.0016,9e-04,0,0.0022,8e-04,4e-04,0,2e-04,0.0085,0.0014,0.0011,7e-04,1e-04,0.0014,0,2e-04,0,0,3e-04,7e-04,8e-04,0.0012
"179",208,246,-111.857,36.685,"North_America",7e-04,5e-04,0.0033,0.0034,0.0013,0,0.0012,1e-04,4e-04,2e-04,0.0022,0,4e-04,2e-04,6e-04,7e-04,0.004,0.0073,0,3e-04,1e-04,4e-04,3e-04,0,4e-04,7e-04,3e-04,3e-04,3e-04,0.0033,0,2e-04,1e-04,0.0043,3e-04,0.0013,2e-04,0,0,1e-04,0.0013,0.0012,1e-04,6e-04,0,1e-04,0.0033,0.0011,0.0051,0,1e-04,0,1e-04,0.0019,2e-04,0.0011,0.0082,0,2e-04,3e-04,3e-04,3e-04,0,2e-04,4e-04,0.0014,0.0028,1e-04,2e-04,0,1e-04,0.0015,0.0022,7e-04,1e-04,0.0104,0,0.0029,0.0023,0,9e-04,3e-04,1e-04,2e-04,2e-04,2e-04,0.0056,0,0.0017,6e-04,0.0057,0,0,0.001,0,0.0012,0.0037,1e-04,0.0037,0,1e-04,0.0223,0.0019,0.0012,3e-04,0,0,1e-04,0.0011,0.0032,0.0054,0,7e-04,0.0076,4e-04,0.0011,0.0024,4e-04,4e-04,0.0046,0,0.0027,0.0041,1e-04,0.0122,0,1e-04,0.0011,0.0279,2e-04,0.0074,0.0038,0.0084,5e-04,0.0052,0,8e-04,0,2e-04,0.0081,0,1e-04,2e-04,2e-04,0,0.0019,1e-04,0.0015,4e-04,0.0026,0.001,0.0021,0.0012,0.0036,5e-04,0,3e-04,4e-04,0.0011,6e-04,1e-04,0,3e-04,0,0.0119,0.002,6e-04,1e-04,0.0014,3e-04,5e-04,3e-04,0.0016,0,0,3e-04,0.0015,0.0012,0.001,0,0,0.0037,0.0014,7e-04,4e-04,5e-04,0.0043,9e-04,0.0059,0.005,3e-04,0.0018,1e-04,7e-04,0,2e-04,8e-04,1e-04,0.0019,0.0014
"180",217,255,147.423,-34.435,"Australia",0.0036,0.0067,0.0025,8e-04,0.0055,0.0083,0.0014,8e-04,0.0032,7e-04,0.0068,0.0016,2e-04,2e-04,0.0027,8e-04,0.0026,0.0045,7e-04,4e-04,0,0.0023,0,7e-04,2e-04,2e-04,2e-04,0.0025,4e-04,0.0014,8e-04,0.0096,0,0.0037,0,0.003,6e-04,0,6e-04,0.0011,3e-04,0,9e-04,0.0158,0.002,0,0.0023,0.0014,0.0035,5e-04,0.0011,3e-04,0.0013,0,0.0014,0.0037,7e-04,9e-04,0.002,2e-04,7e-04,0.01,5e-04,0.0019,4e-04,0,2e-04,0,3e-04,7e-04,1e-04,0.0011,0.0069,2e-04,6e-04,7e-04,3e-04,0.0012,0.0032,0.0023,0.0026,0,4e-04,0.0099,0.001,3e-04,3e-04,3e-04,2e-04,4e-04,5e-04,8e-04,1e-04,0,0,0,0,0.001,1e-04,0,1e-04,2e-04,0,8e-04,0.0011,0,1e-04,0.0026,2e-04,2e-04,0.0013,0.002,0,6e-04,3e-04,5e-04,1e-04,1e-04,4e-04,0,1e-04,2e-04,6e-04,0.0012,4e-04,1e-04,0.0017,1e-04,0.0029,9e-04,0.0013,0.0043,0.0013,5e-04,0.0045,1e-04,8e-04,5e-04,3e-04,0.0044,0.0011,5e-04,4e-04,4e-04,8e-04,2e-04,0,0.0013,1e-04,0.0029,0,0.0018,0.0013,0,0.0015,1e-04,0,2e-04,0,2e-04,0,9e-04,0.0012,0,0,1e-04,7e-04,8e-04,2e-04,0.0019,0.0013,4e-04,1e-04,3e-04,0.0011,1e-04,0.001,1e-04,4e-04,0,5e-04,0.0097,0,0.0025,3e-04,0,3e-04,1e-04,0.0013,0.0041,0,4e-04,8e-04,0.0021,0.0013,0.0016,8e-04,2e-04,2e-04,0.001
"181",221,259,148.919,-34.363,"Australia",2e-04,2e-04,0,6e-04,0,0.0029,0,0,0,0,2e-04,3e-04,0,0,1e-04,0,0,0,0,2e-04,0,0,1e-04,7e-04,0,0,0,0,0.0017,0,0,6e-04,4e-04,0,0,0,0,0,0.003,0,0,0,0,0.0572,1e-04,0,6e-04,9e-04,0,9e-04,2e-04,1e-04,0,0,0,0,0,0,0,0,4e-04,0.0044,0.0048,0,0,0,7e-04,0,1e-04,0,0,0,0,0,0,1e-04,0,4e-04,0,0,8e-04,0,0,0.0092,0.0024,0,0,0,0,2e-04,0,0,1e-04,0,0,0,1e-04,0,0,0,6e-04,0,5e-04,0,0,0,3e-04,0,0,0,0,0.0086,0,1e-04,0,0,0,0,3e-04,0,0,0,0,0,0,0,0.0012,0,8e-04,0,0,0,0,0,3e-04,0,1e-04,0,0,0,0.0021,0,0,0,0,1e-04,0,0,1e-04,0,0,0,0,0,6e-04,8e-04,0,0,0,0,0,0,2e-04,0,0,0,0,0.0023,0,0.005,0,0,0,1e-04,0,1e-04,0,0,0,0,0,0.0133,0,0,0,2e-04,0,1e-04,0,0,0,0,1e-04,0.0011,1e-04,2e-04,0,0,0,0
"182",223,261,148.609,-33.834,"Australia",0.0022,0.0023,0.0036,0.0021,0.0068,7e-04,0.0065,0.0022,0.002,5e-04,0.0059,0.0025,5e-04,1e-04,0.0054,0.003,0.0057,0.0038,0.0011,2e-04,0,0.0011,5e-04,2e-04,3e-04,0.001,0.001,0.0018,0.0017,0.0048,8e-04,0.0105,2e-04,0.0043,0,0.0112,0.0016,1e-04,8e-04,4e-04,5e-04,4e-04,0.0117,0.0078,0.0012,5e-04,0.001,0.001,0.0097,1e-04,3e-04,2e-04,0.0051,0.001,0.0014,0.0011,0.0028,0.0029,0.0016,0.0011,7e-04,0.004,0,8e-04,6e-04,1e-04,0,7e-04,0.0014,0.0026,3e-04,0.0012,0.0097,0,0.0023,0.0011,7e-04,0.0019,0.0014,6e-04,0.0036,0,6e-04,3e-04,0.0039,1e-04,0.0011,1e-04,0.0011,3e-04,3e-04,8e-04,7e-04,6e-04,0,0.0014,1e-04,0.0011,8e-04,0,7e-04,0.001,4e-04,0.0011,0.0013,2e-04,1e-04,0.0036,0.0011,0.0013,9e-04,7e-04,3e-04,0.0013,0.001,8e-04,0,1e-04,4e-04,0.0011,0.001,0,3e-04,5e-04,0.0025,4e-04,3e-04,0.0021,0.0092,0.0011,0.0043,0.0028,0.0018,0.0011,0.0039,1e-04,9e-04,1e-04,6e-04,0.0028,0.0015,8e-04,9e-04,0.0024,3e-04,0,9e-04,0.0021,7e-04,0.0068,0.0013,0.0024,0.0023,1e-04,0.0011,4e-04,2e-04,0.0039,0.0017,8e-04,0,0.0013,9e-04,1e-04,0,9e-04,8e-04,1e-04,0,0.0022,6e-04,4e-04,1e-04,3e-04,0.0021,5e-04,0.0026,2e-04,8e-04,5e-04,1e-04,0.0061,0.0012,0.002,2e-04,2e-04,0.0018,3e-04,0.0021,0.0014,0,3e-04,2e-04,3e-04,2e-04,3e-04,7e-04,4e-04,4e-04,3e-04
"183",235,273,-67.635,-54.954,"South_america",2e-04,0,0,0,1e-04,0,6e-04,1e-04,2e-04,4e-04,0,0,0,0,0.0027,1e-04,0,0,0,3e-04,7e-04,0,0,0,2e-04,1e-04,3e-04,0,0.0188,1e-04,1e-04,0.0013,1e-04,2e-04,7e-04,1e-04,0,0,0.0025,0,0,1e-04,2e-04,0.0791,8e-04,0,3e-04,0.0089,7e-04,1e-04,5e-04,0,0,1e-04,0,1e-04,0,3e-04,3e-04,0,0,0.0062,8e-04,0,0,0,0,0,8e-04,0,0.0069,1e-04,0,0.0024,0,3e-04,0,1e-04,0,3e-04,5e-04,0.0017,0.0013,0.0024,0,3e-04,0,0,0,0,3e-04,1e-04,0,0,0,0,1e-04,7e-04,4e-04,1e-04,3e-04,0,2e-04,0,3e-04,4e-04,0.0029,3e-04,0.0011,0,6e-04,0.0077,0,5e-04,0.0014,2e-04,0,0.0017,1e-04,0,0,0,0,0,0,7e-04,9e-04,2e-04,0.0031,2e-04,0,0,0,0,0.0019,0,3e-04,1e-04,0,0,0,2e-04,2e-04,0,1e-04,4e-04,0,0,0,5e-04,0,4e-04,5e-04,1e-04,0.0051,0.0041,0,0,4e-04,1e-04,6e-04,0,0,3e-04,0,1e-04,0,0.0011,0,0.0012,0,0,0,0,5e-04,2e-04,0,0,0,1e-04,5e-04,0.0156,0,0,0.0051,0,0,1e-04,1e-04,1e-04,5e-04,0,0.0032,5e-04,0.0028,1e-04,0,0,0,0
"184",2,2,-148.25,64.8,"North_America",0,1e-04,0,0,0,3e-04,1e-04,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,2e-04,0,0,0,1e-04,0,0,0,1e-04,0,0,9e-04,0,0,0,0,0,0,1e-04,0,0,0,0,0.0094,0,0,1e-04,1e-04,0,0.0016,0,1e-04,0,0,6e-04,0,0,0,0,0,0,0.0026,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0.0014,0,0,0,0,0,0,1e-04,0,0,0,9e-04,0,0,2e-04,0,0,0,3e-04,0,0,0,0,0,0,0.0038,0.0117,0,1e-04,0,0,0,0,0,0,3e-04,1e-04,0,0,0,0,0,0,1e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0.0049,0,0,0,0,0,0,1e-04,0,0,0,0,1e-04,0,5e-04,0,0,0,0.0013,0,0,0,0,0,0,3e-04,0.0324,0,0,0,0,0,1e-04,0,0,0,0,0,1e-04,0,5e-04,0,0,0,0
"185",7,7,-105.37,39.99,"North_America",3e-04,3e-04,0,0,1e-04,7e-04,2e-04,0,0,0,0,0,0,3e-04,0,0,0,0,0,0.002,0,0,0,5e-04,4e-04,7e-04,0,0,0.0027,0,0,9e-04,0.0012,0,1e-04,0,4e-04,0,0.0011,0,0,0,0,0.0447,0,0,1e-04,0.0018,0.0012,6e-04,0,0.002,0,0,1e-04,0,0,0,0,0,1e-04,0.0041,6e-04,0,0,2e-04,2e-04,0,0,0,3e-04,1e-04,0,5e-04,0,9e-04,0,0,0,2e-04,0.001,6e-04,1e-04,0.0055,1e-04,1e-04,0,0,0,4e-04,0,0,7e-04,0,0,0,0,1e-04,4e-04,5e-04,6e-04,0,3e-04,0,0,0,9e-04,0,0,0,0.0012,0.0102,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.0015,0,0.0011,0,0,0,0,0,2e-04,0,0,0,0,0,4e-04,0,3e-04,0,1e-04,0,0,0,0,0,0,2e-04,0,0,6e-04,2e-04,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,6e-04,0,0,0,0,1e-04,0,0,0,0,0,0,0.0061,0,0,2e-04,0,0,1e-04,0,0,3e-04,0,0.001,9e-04,5e-04,1e-04,0,0,0,0
"186",14,14,-85.4,42.4,"North_America",2e-04,4e-04,3e-04,0,3e-04,1e-04,6e-04,2e-04,1e-04,2e-04,0,1e-04,0,2e-04,0.0015,0,0,6e-04,0,2e-04,4e-04,0,0,2e-04,2e-04,1e-04,2e-04,8e-04,0.0012,5e-04,0,0.0035,2e-04,4e-04,6e-04,1e-04,0,8e-04,0.001,1e-04,0,3e-04,4e-04,0.0243,7e-04,0,3e-04,0.0031,0.0011,1e-04,1e-04,1e-04,1e-04,1e-04,4e-04,3e-04,0,0,0,0,0,0.004,3e-04,0,0,0,2e-04,1e-04,0,2e-04,0.0061,1e-04,0,0.0014,0,0.0017,2e-04,4e-04,0,6e-04,1e-04,1e-04,0.0019,4e-04,0,0,0,1e-04,3e-04,3e-04,0,0,9e-04,0,0,0,0,7e-04,0.002,3e-04,0.002,0,6e-04,0,1e-04,7e-04,0.0015,9e-04,0.0022,1e-04,5e-04,0.0014,0,4e-04,0.0025,1e-04,1e-04,8e-04,1e-04,0,2e-04,0,0,0,0,0.0012,0.0021,0,0.0021,2e-04,0,0,5e-04,1e-04,0.0038,0,1e-04,2e-04,0,3e-04,2e-04,1e-04,3e-04,1e-04,5e-04,0,6e-04,4e-04,0,1e-04,0,8e-04,3e-04,0,0.0036,0.002,3e-04,0,0,2e-04,0.006,0.002,0,3e-04,0,1e-04,0,3e-04,0,4e-04,2e-04,1e-04,0,4e-04,8e-04,5e-04,0,0,0,0,3e-04,0.0226,0,1e-04,0.0021,1e-04,0,2e-04,0,0,4e-04,0,0.0029,4e-04,0.0023,2e-04,0,0,0,0
"187",15,15,-147.84,64.85,"North_America",0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,2e-04,0,0,3e-04,0,2e-04,0,0,0.003,6e-04,0,0.0022,0.0011,0,1e-04,0,0,0,0,0,0,6e-04,0,0.0485,0,0,0,1e-04,0,4e-04,0,0.0058,0,0,0,0,0,0,0,0,2e-04,0.0045,1e-04,0,1e-04,0,0,0,3e-04,0,5e-04,0,6e-04,6e-04,0,0.0122,0,1e-04,0,0,0.0012,2e-04,1e-04,1e-04,3e-04,0,0,0,0,2e-04,0,0,0,0,0,0,1e-04,0,1e-04,8e-04,0.0036,0,1e-04,0,2e-04,0,1e-04,0,0,0,1e-04,0.0131,0,0,5e-04,0,0,0,1e-04,0,0,0,0,0,0,0.0015,8e-04,0,1e-04,0,0,0,0,0,1e-04,0,1e-04,3e-04,0,0,1e-04,0,2e-04,0,1e-04,0,0,0,0,0,0,0,0,0,1e-04,7e-04,0,0,0,0,0.003,0,0,0,0,0,0,3e-04,0,3e-04,0,1e-04,0,0,0,2e-04,0,0,0,0,2e-04,0.0145,0,0,0,0,0,1e-04,0,0,0.001,0,2e-04,0,0,9e-04,0,0.0061,0,0
"188",16,16,-85.4,42.4,"North_America",0.001,0.001,2e-04,0,1e-04,1e-04,1e-04,0,0,0,0,0,0,3e-04,0.001,0,0,1e-04,0,4e-04,2e-04,3e-04,0,7e-04,0,5e-04,0,0,0.0018,3e-04,1e-04,0.0023,4e-04,4e-04,3e-04,1e-04,0,0.0011,0.0026,1e-04,0,2e-04,0,0.0335,0.001,0,2e-04,0.0016,1e-04,5e-04,1e-04,8e-04,1e-04,1e-04,2e-04,1e-04,0,1e-04,0,0,1e-04,0.013,1e-04,0,0,0,2e-04,0,3e-04,0,0.0051,1e-04,6e-04,7e-04,0,9e-04,0,1e-04,0,2e-04,0.001,1e-04,0.0028,6e-04,1e-04,1e-04,0,2e-04,0,6e-04,0,0,0.001,0,0,0,0,0,0.0012,3e-04,0.0022,0,0,3e-04,0,2e-04,5e-04,9e-04,9e-04,0,2e-04,0.0015,0,0,0.0014,1e-04,0,3e-04,1e-04,0,0,0,0,0,0,0.0014,0.0013,0,9e-04,2e-04,0,0,0,0,7e-04,2e-04,0,2e-04,0,0,3e-04,0,1e-04,0,6e-04,0,1e-04,0,1e-04,0,0,2e-04,3e-04,0,0.0044,0.0019,3e-04,0,0,1e-04,0.0035,0.001,0,4e-04,0,0,0,2e-04,0,8e-04,0,1e-04,0,6e-04,1e-04,3e-04,0,0,0,1e-04,4e-04,0.0283,0,0,0.0015,0,0,2e-04,0,0,6e-04,0,0.008,5e-04,9e-04,3e-04,0,0,0,0
"189",20,20,-93.2,45.4,"North_America",2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,5e-04,0,1e-04,0,0,7e-04,0,0,8e-04,8e-04,1e-04,1e-04,0,0,0,0.0017,0,0,0,0,0.0355,2e-04,0,1e-04,3e-04,0,2e-04,4e-04,4e-04,0,0,1e-04,0,0,0,0,0,1e-04,0.0072,5e-04,0,0,4e-04,0,0,0,0,2e-04,0,0,1e-04,0,0,0,1e-04,0,1e-04,0.0028,1e-04,3e-04,0.0028,1e-04,0,0,0,0,3e-04,0,0,5e-04,0,0,0,1e-04,0,0,0.002,0.0017,0,0,0,0,0,2e-04,5e-04,2e-04,0,1e-04,0.0082,0,1e-04,0,0,0,0,2e-04,0,0,0,0,0,0,2e-04,0.0023,0,6e-04,0,0,0,0,0,5e-04,0,1e-04,0,0,0,4e-04,0,1e-04,0,1e-04,0,0,0,1e-04,0,0,0,0,0,5e-04,9e-04,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0037,1e-04,0,0,0,0,6e-04,0,0,0,0,2e-04,0.014,0,0,0.001,0,0,0,0,0,5e-04,0,5e-04,1e-04,1e-04,2e-04,0,0,0,0
